Season,Agency,Date,Time,Station ID,Field Rep,Depth(m),Time (s),Descent rate (m/s),Temperature (øC),Conductivity (S/m),Salinity (psu),Density (å-theta),pH,Oxygen (mg/L),SBE DO sat (mg/L),SBE DO sat (%),Transmissivity (%),SBE Beam C,Chl-a (ug/L),Voltage-Chl-a,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L),Voltage-CDOM,Irradiance,Surface Irradiance,Irradiance (% Norm),delta T,Stability (E),Qual_NH3,Ammonia-N (ug/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Fall,LACSD, 11/15/2017, 08:50:00,2804,1,97,128.6,1.03,10.67,3.74,33.625,25.766,7.78,4.27,8.98,47.53,90.16,0.104,0.12,0.0861,-1,-1,0.8,0.1861,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 08:50:00,2804,1,98,129.5,1.15,10.66,3.74,33.629,25.77,7.78,4.25,8.98,47.36,90.13,0.104,0.12,0.0856,-1,-1,0.8,0.1859,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 08:50:00,2804,1,99,130.3,1.41,10.65,3.739,33.63,25.773,7.78,4.25,8.98,47.37,90.19,0.103,0.11,0.0854,-1,-1,0.8,0.1857,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 08:50:00,2804,1,100,131,1.35,10.62,3.736,33.632,25.78,7.77,4.25,8.99,47.34,90.32,0.102,0.12,0.0857,-1,-1,0.8,0.1863,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,1,37.2,0.18,17.08,4.314,33.409,24.276,8.13,7.97,7.88,100.98,83.95,0.176,0.85,0.2171,-1,-1,0.62,0.1668,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,2,40,0.91,17.07,4.314,33.416,24.283,8.13,7.96,7.88,100.85,86,0.151,0.82,0.2113,-1,-1,0.55,0.1593,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,3,41.5,0.54,17,4.308,33.413,24.296,8.13,7.95,7.89,100.71,85.96,0.151,0.98,0.2396,-1,-1,0.55,0.1588,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,4,43.1,0.94,16.96,4.304,33.409,24.302,8.13,7.97,7.89,100.8,86.01,0.151,1.05,0.2521,-1,-1,0.56,0.1601,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,5,44,1.33,16.95,4.303,33.408,24.304,8.13,7.97,7.9,100.81,86.06,0.15,1.06,0.2538,-1,-1,0.56,0.1598,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,6,44.7,1.25,16.94,4.301,33.408,24.307,8.13,7.99,7.9,101.09,86,0.151,1.12,0.2641,-1,-1,0.56,0.1605,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,7,46,0.62,16.93,4.3,33.406,24.308,8.13,7.92,7.9,100.18,85.96,0.151,1.12,0.2667,-1,-1,0.56,0.1604,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,8,47.7,0.67,16.89,4.296,33.404,24.317,8.12,7.71,7.91,97.37,86.06,0.15,1.24,0.2855,-1,-1,0.58,0.162,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,9,48.9,1.04,16.69,4.277,33.398,24.357,8.12,7.63,7.94,95.99,86.01,0.151,1.36,0.3077,-1,-1,0.6,0.1646,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,10,49.8,1.2,15.97,4.205,33.373,24.503,8.1,7.72,8.05,95.74,86.06,0.15,1.56,0.3425,-1,-1,0.67,0.1719,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,11,50.6,1.13,15.72,4.18,33.359,24.548,8.09,7.68,8.09,94.81,86.37,0.147,1.57,0.3444,-1,-1,0.71,0.1763,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,12,51.6,1.01,15.39,4.146,33.342,24.61,8.08,7.55,8.15,92.55,86.92,0.14,1.59,0.3515,-1,-1,0.73,0.1781,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,13,52.7,0.87,15.14,4.123,33.338,24.66,8.07,7.36,8.19,89.84,86.68,0.142,1.65,0.3599,-1,-1,0.75,0.1811,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,14,54.1,0.63,14.88,4.097,33.332,24.713,8.06,7.05,8.23,85.56,87.38,0.135,1.56,0.3438,-1,-1,0.81,0.187,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,15,55.4,1.04,14.49,4.06,33.325,24.79,8.04,6.96,8.3,83.88,87.68,0.132,1.55,0.3411,-1,-1,0.87,0.1932,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,16,56.3,1.25,14.12,4.026,33.328,24.87,8.02,7.02,8.36,83.87,87.86,0.13,1.52,0.336,-1,-1,0.89,0.1957,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,17,57.1,1.1,13.93,4.008,33.326,24.908,8.01,7.03,8.39,83.76,87.73,0.131,1.51,0.3349,-1,-1,0.89,0.1961,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,18,58.2,0.89,13.86,4.002,33.331,24.927,8.01,7.01,8.4,83.41,87.97,0.128,1.5,0.3329,-1,-1,0.87,0.193,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,19,59.4,0.81,13.81,3.997,33.334,24.94,8.01,6.97,8.41,82.81,87.98,0.128,1.47,0.3271,-1,-1,0.85,0.1916,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,20,60.7,0.72,13.78,3.995,33.336,24.947,8.01,6.86,8.42,81.44,88.01,0.128,1.42,0.3183,-1,-1,0.85,0.1912,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,21,61.9,1.19,13.71,3.989,33.338,24.963,8,6.75,8.43,79.98,87.99,0.128,1.38,0.3125,-1,-1,0.84,0.1906,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,22,62.6,1.36,13.63,3.982,33.339,24.98,8,6.72,8.44,79.54,88.13,0.126,1.41,0.3169,-1,-1,0.83,0.1893,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,23,63.4,1.32,13.48,3.968,33.343,25.014,8,6.71,8.47,79.24,88.21,0.125,1.39,0.3129,-1,-1,0.83,0.1891,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,24,64.3,0.96,13.45,3.965,33.346,25.024,7.99,6.63,8.48,78.19,88.27,0.125,1.33,0.3037,-1,-1,0.83,0.1891,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,25,65.4,0.96,13.42,3.962,33.346,25.029,7.99,6.45,8.48,75.97,88.34,0.124,1.3,0.2961,-1,-1,0.83,0.1888,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,26,66.4,1.12,13.35,3.957,33.346,25.042,7.98,6.35,8.49,74.75,88.38,0.124,1.25,0.2877,-1,-1,0.85,0.1919,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,27,67.3,0.95,13.24,3.945,33.337,25.058,7.97,6.27,8.51,73.62,88.23,0.125,1.16,0.273,-1,-1,0.98,0.2049,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,28,68.5,0.87,13.16,3.938,33.338,25.074,7.96,6.18,8.53,72.42,88.1,0.127,1.17,0.272,-1,-1,1.01,0.2089,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,29,69.5,1.14,13.09,3.931,33.341,25.091,7.95,6.18,8.54,72.29,88.23,0.125,1.03,0.2487,-1,-1,1.04,0.2118,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,30,70.3,1.29,12.91,3.915,33.333,25.12,7.94,6.14,8.57,71.64,88.31,0.124,0.99,0.2419,-1,-1,1.1,0.2187,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,31,71.1,1.27,12.9,3.914,33.344,25.132,7.94,6.04,8.57,70.42,88.47,0.122,0.96,0.2357,-1,-1,1.02,0.2102,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,32,71.9,1.18,12.88,3.913,33.354,25.143,7.95,5.94,8.58,69.27,88.91,0.118,0.91,0.2268,-1,-1,0.96,0.2033,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,33,72.8,1.15,12.8,3.906,33.349,25.154,7.94,5.89,8.59,68.51,88.93,0.117,0.83,0.214,-1,-1,1.01,0.2085,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,34,73.7,1.02,12.69,3.896,33.352,25.179,7.93,5.84,8.61,67.78,88.84,0.118,0.79,0.2057,-1,-1,1.05,0.2134,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,35,74.8,0.86,12.63,3.892,33.361,25.196,7.92,5.81,8.62,67.36,88.91,0.118,0.72,0.1936,-1,-1,1.04,0.2123,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,36,75.9,1.18,12.54,3.883,33.361,25.215,7.91,5.85,8.64,67.67,88.88,0.118,0.64,0.179,-1,-1,1.07,0.2149,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,37,76.6,1.41,12.51,3.881,33.368,25.226,7.91,5.88,8.64,68.05,88.97,0.117,0.59,0.1712,-1,-1,1.06,0.2142,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,38,77.3,1.44,12.48,3.879,33.367,25.23,7.91,5.89,8.65,68.15,89.04,0.116,0.59,0.1707,-1,-1,1.03,0.2112,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,39,78,1.23,12.49,3.881,33.381,25.239,7.91,5.88,8.65,67.94,89.2,0.114,0.59,0.1704,-1,-1,0.92,0.1992,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,40,79,0.96,12.51,3.883,33.39,25.243,7.92,5.83,8.64,67.49,89.24,0.114,0.62,0.1758,-1,-1,0.84,0.1901,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,41,80.1,0.94,12.5,3.883,33.392,25.246,7.92,5.78,8.64,66.85,89.37,0.112,0.6,0.1725,-1,-1,0.81,0.1867,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,42,81.3,0.82,12.48,3.882,33.395,25.252,7.92,5.65,8.65,65.32,89.4,0.112,0.58,0.1689,-1,-1,0.8,0.1859,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,43,82.4,1.03,12.43,3.877,33.398,25.265,7.92,5.49,8.66,63.35,89.44,0.112,0.54,0.1611,-1,-1,0.79,0.1852,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,44,83.2,1.32,12.36,3.872,33.405,25.282,7.91,5.39,8.67,62.15,89.44,0.112,0.48,0.1501,-1,-1,0.8,0.1859,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,45,84,1.44,12.27,3.864,33.411,25.304,7.9,5.35,8.68,61.55,89.38,0.112,0.42,0.1408,-1,-1,0.8,0.1855,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,46,84.6,1.41,12.09,3.849,33.426,25.351,7.89,5.34,8.72,61.22,89.4,0.112,0.39,0.1345,-1,-1,0.78,0.1843,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,47,85.4,1.15,12.03,3.844,33.433,25.369,7.89,5.33,8.73,61.11,89.41,0.112,0.35,0.1284,-1,-1,0.77,0.1834,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,48,86.4,1.09,11.95,3.837,33.439,25.387,7.88,5.33,8.74,60.97,89.51,0.111,0.33,0.124,-1,-1,0.77,0.1831,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,49,87.2,1.33,11.9,3.833,33.444,25.4,7.88,5.33,8.75,60.95,89.54,0.11,0.32,0.122,-1,-1,0.78,0.184,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,50,88,1.19,11.89,3.832,33.446,25.405,7.88,5.33,8.75,60.94,89.53,0.111,0.31,0.1201,-1,-1,0.78,0.1835,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,51,89.1,0.8,11.89,3.832,33.447,25.405,7.88,5.28,8.75,60.29,89.5,0.111,0.31,0.1203,-1,-1,0.77,0.183,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,52,90.3,1.01,11.87,3.831,33.449,25.41,7.87,5.17,8.76,59.05,89.54,0.11,0.29,0.1169,-1,-1,0.77,0.1829,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,53,91.2,1.21,11.84,3.829,33.451,25.416,7.87,5.11,8.76,58.36,89.54,0.11,0.29,0.1158,-1,-1,0.77,0.1828,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,54,92,1.3,11.76,3.821,33.457,25.437,7.87,5.1,8.78,58.06,89.67,0.109,0.27,0.1126,-1,-1,0.76,0.1818,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,55,92.8,1.24,11.64,3.811,33.467,25.468,7.86,5.08,8.8,57.77,89.79,0.108,0.25,0.1089,-1,-1,0.75,0.1807,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,56,93.7,1.02,11.57,3.806,33.475,25.487,7.86,5.07,8.81,57.55,89.87,0.107,0.24,0.1072,-1,-1,0.75,0.1805,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,57,94.7,1.12,11.54,3.803,33.477,25.494,7.86,5.06,8.82,57.33,89.91,0.106,0.23,0.1058,-1,-1,0.75,0.1808,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,58,95.5,1.37,11.5,3.8,33.482,25.505,7.85,5.05,8.82,57.23,89.94,0.106,0.21,0.1035,-1,-1,0.75,0.1808,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,59,96.2,1.36,11.48,3.798,33.484,25.511,7.85,5.04,8.83,57.05,89.98,0.106,0.22,0.1032,-1,-1,0.75,0.1806,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,60,97.1,0.96,11.47,3.798,33.486,25.513,7.85,5,8.83,56.59,89.97,0.106,0.22,0.1036,-1,-1,0.75,0.1807,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,61,98.2,1.04,11.45,3.797,33.487,25.518,7.85,4.94,8.83,55.97,90.01,0.105,0.21,0.1031,-1,-1,0.75,0.1808,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,62,99,1.3,11.43,3.795,33.489,25.522,7.85,4.92,8.84,55.63,89.97,0.106,0.21,0.1019,-1,-1,0.75,0.1811,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,63,99.8,1.19,11.4,3.792,33.494,25.533,7.84,4.92,8.84,55.59,89.97,0.106,0.19,0.0994,-1,-1,0.76,0.1814,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,64,100.8,0.83,11.38,3.791,33.497,25.539,7.84,4.93,8.85,55.7,89.94,0.106,0.19,0.0991,-1,-1,0.76,0.1819,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,65,102.2,0.76,11.36,3.789,33.5,25.544,7.84,4.91,8.85,55.52,89.96,0.106,0.19,0.0985,-1,-1,0.76,0.182,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,66,103.4,0.99,11.35,3.789,33.501,25.546,7.84,4.85,8.85,54.83,89.94,0.106,0.19,0.0991,-1,-1,0.76,0.1817,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,67,104.3,1.32,11.34,3.788,33.501,25.548,7.84,4.81,8.85,54.38,89.97,0.106,0.18,0.0975,-1,-1,0.76,0.182,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,68,105,1.45,11.3,3.785,33.508,25.561,7.84,4.78,8.86,53.96,89.93,0.106,0.18,0.097,-1,-1,0.76,0.1815,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,69,105.6,1.47,11.24,3.78,33.517,25.58,7.83,4.76,8.87,53.61,90.02,0.105,0.17,0.0954,-1,-1,0.76,0.182,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,70,106.3,1.41,11.2,3.777,33.521,25.589,7.83,4.73,8.88,53.29,89.97,0.106,0.16,0.0942,-1,-1,0.76,0.1818,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,71,107.1,1.24,11.15,3.774,33.529,25.604,7.82,4.71,8.89,52.95,90.03,0.105,0.16,0.0939,-1,-1,0.76,0.182,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,72,108,1.06,11.13,3.772,33.532,25.611,7.82,4.68,8.89,52.67,90.01,0.105,0.16,0.0931,-1,-1,0.77,0.1824,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,73,108.9,1.09,11.08,3.768,33.538,25.625,7.82,4.66,8.9,52.37,90,0.105,0.15,0.0911,-1,-1,0.77,0.1826,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,74,110.3,0.62,11.03,3.764,33.546,25.64,7.81,4.6,8.91,51.68,90.07,0.105,0.16,0.0927,-1,-1,0.77,0.1832,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,75,111.7,0.94,10.98,3.76,33.55,25.652,7.81,4.5,8.92,50.47,90,0.105,0.14,0.0898,-1,-1,0.78,0.1835,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,76,112.6,1.34,10.93,3.757,33.559,25.667,7.81,4.45,8.93,49.88,90.08,0.105,0.14,0.0894,-1,-1,0.78,0.1841,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,77,113.3,1.43,10.9,3.755,33.567,25.679,7.8,4.44,8.93,49.65,89.77,0.108,0.13,0.0886,-1,-1,0.79,0.1847,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,78,114,1.33,10.85,3.752,33.583,25.699,7.8,4.43,8.94,49.56,89.26,0.113,0.13,0.0877,-1,-1,0.79,0.1846,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,79,115,0.81,10.84,3.751,33.587,25.706,7.79,4.42,8.94,49.43,89.29,0.113,0.13,0.0874,-1,-1,0.79,0.1853,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,80,116.3,1.02,10.83,3.75,33.589,25.709,7.79,4.41,8.95,49.3,89.23,0.114,0.12,0.0871,-1,-1,0.8,0.1858,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,81,117.1,1.35,10.81,3.749,33.592,25.714,7.79,4.41,8.95,49.31,89.31,0.113,0.12,0.0866,-1,-1,0.8,0.1855,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,82,117.8,1.41,10.8,3.748,33.596,25.72,7.79,4.41,8.95,49.28,89.36,0.113,0.12,0.0864,-1,-1,0.8,0.1855,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,83,118.5,1.35,10.8,3.748,33.596,25.72,7.79,4.41,8.95,49.3,89.38,0.112,0.12,0.0861,-1,-1,0.8,0.1856,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,84,119.3,1.32,10.8,3.748,33.597,25.721,7.79,4.41,8.95,49.26,89.43,0.112,0.12,0.0865,-1,-1,0.8,0.1857,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,85,120,1.22,10.8,3.748,33.597,25.721,7.79,4.41,8.95,49.23,89.47,0.111,0.12,0.0858,-1,-1,0.8,0.1857,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,86,121.2,0.73,10.79,3.748,33.598,25.723,7.79,4.4,8.95,49.19,89.57,0.11,0.12,0.086,-1,-1,0.8,0.186,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,87,122.6,0.82,10.78,3.747,33.6,25.726,7.78,4.37,8.96,48.8,89.56,0.11,0.12,0.0866,-1,-1,0.79,0.1853,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,88,123.6,1.14,10.78,3.747,33.6,25.727,7.78,4.33,8.96,48.41,89.54,0.11,0.12,0.0868,-1,-1,0.8,0.1856,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,89,124.5,1.13,10.77,3.747,33.602,25.729,7.78,4.3,8.96,48.06,89.54,0.11,0.12,0.0857,-1,-1,0.8,0.1859,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,90,125.4,1.09,10.74,3.745,33.607,25.738,7.78,4.29,8.96,47.88,89.6,0.11,0.12,0.0865,-1,-1,0.8,0.1858,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,91,126.3,1.27,10.67,3.74,33.619,25.76,7.78,4.3,8.98,47.88,89.85,0.107,0.11,0.0847,-1,-1,0.8,0.1857,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,92,127,1.29,10.66,3.739,33.623,25.766,7.78,4.29,8.98,47.77,89.84,0.107,0.11,0.0841,-1,-1,0.8,0.1859,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,93,127.9,1.07,10.64,3.738,33.627,25.771,7.78,4.28,8.98,47.67,89.85,0.107,0.11,0.0844,-1,-1,0.8,0.1856,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Fall,LACSD, 11/15/2017, 09:04:00,2805,1,94,128.9,0.93,10.64,3.737,33.628,25.773,7.77,4.27,8.98,47.59,89.89,0.107,0.11,0.0844,-1,-1,0.8,0.1858,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
