Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density [~$s~#~_t],pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [~$m~#g/L],Voltage-Chl-a [V],Chl-a USC/UCLA [~$m~#g/L],Chl-a ECO [~$m~#g/L],CDOM [~$m~#g/L],Voltage-CDOM [V],Irradiance [µE/cm²·sec],Surface Irradiance [µE/cm²·sec],Irradiance [% Norm],delta T [°C/m],Stability [kg/m³/m],Qual_NH3,Ammonia-N [mg/L],Qual_TC,Total Colif. [MPN/100mL],Qual_FC,Fecal Colif. [MPN/100mL],Qual_EC,E. coli [MPN/100mL],Qual_ENT,Enterococci [MPN/100mL]
Spring,Hyperion,5/5/2016,9:16:00,3304,1,12,166.8,-1,14.58,4.09,33.519,24.921,8.05,7.91,8.27,95.51,84.33,0.682,1.61,0.3664,-1,-0.1,2.03,0.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,13,169,-1,14.29,4.062,33.515,24.979,8.04,7.71,8.32,92.58,84.71,0.664,1.72,0.3867,-1,-0.09,1.99,0.1677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,14,171.10001,-1,14.2,4.054,33.517,24.999,8.04,7.68,8.34,92.09,84.81,0.659,1.82,0.4052,-1,-0.05,1.99,0.1674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,15,173.39999,-1,14.14,4.048,33.516,25.012,8.03,7.64,8.35,91.51,84.9,0.655,2.08,0.4517,-1,-0.02,1.97,0.1662,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Spring,Hyperion,5/5/2016,9:16:00,3304,1,16,175.7,-1,14.07,4.041,33.516,25.027,8.03,7.62,8.36,91.06,84.7,0.664,2.34,0.4992,-1,-0.05,1.94,0.1648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,17,177.89999,-1,14.02,4.037,33.515,25.036,8.03,7.47,8.37,89.25,84.16,0.69,2.26,0.4845,-1,-0.04,1.93,0.1642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,18,179.89999,-1,13.9,4.025,33.51,25.057,8.02,7.03,8.39,83.75,84.13,0.691,2.19,0.4718,-1,-0.09,1.91,0.1631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,19,182,-1,13.74,4.011,33.517,25.096,8.01,6.48,8.42,76.99,84.41,0.678,2.1,0.4563,-1,-0.08,1.91,0.1633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,20,184.3,-1,13.48,3.986,33.512,25.144,7.99,5.82,8.46,68.73,84.2,0.688,2,0.4381,-1,-0.11,2,0.1682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,21,186.3,-1,13.18,3.959,33.523,25.214,7.96,5.37,8.51,63.09,84.17,0.689,1.8,0.4018,-1,-0.18,2.11,0.1745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,22,188.3,-1,13.04,3.947,33.53,25.247,7.92,5.22,8.54,61.16,83.95,0.7,1.59,0.364,-1,-0.19,2.21,0.1798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,23,190.3,-1,12.96,3.939,33.533,25.265,7.9,5.05,8.55,59.04,83.91,0.702,1.24,0.2998,-1,-0.07,2.22,0.1802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,24,192.60001,-1,12.84,3.929,33.537,25.292,7.89,4.72,8.57,55.07,84.46,0.676,0.98,0.2524,-1,-0.23,2.23,0.1811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,25,194.7,-1,12.64,3.91,33.535,25.329,7.87,4.3,8.61,49.98,84.83,0.658,0.89,0.2366,-1,-0.25,2.26,0.1823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,26,196.5,-1,12.39,3.888,33.549,25.389,7.85,4.21,8.66,48.63,85.18,0.642,0.93,0.2425,-1,-0.25,2.3,0.1847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,27,198.5,-1,12.26,3.877,33.558,25.421,7.83,4.19,8.68,48.31,84.58,0.67,0.84,0.227,-1,-0.24,2.32,0.1858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,28,200.8,-1,12.21,3.873,33.559,25.431,7.83,4.19,8.69,48.2,84.17,0.689,1.31,0.3113,-1,-0.26,2.33,0.1862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,29,203,-1,12.06,3.86,33.568,25.466,7.82,4.04,8.71,46.4,84.2,0.688,1.21,0.2944,-1,-0.26,2.29,0.1843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,30,205.2,-1,11.97,3.853,33.582,25.494,7.82,3.99,8.73,45.68,84.53,0.672,0.84,0.2266,-1,-0.27,2.27,0.1833,-1,-1,-1,-1,-1,-1,0.01,-1,31,-1,-1,-1,10,-1,5
Spring,Hyperion,5/5/2016,9:16:00,3304,1,31,207.39999,-1,11.94,3.85,33.585,25.502,7.81,3.96,8.74,45.34,85.19,0.641,0.82,0.2235,-1,-0.27,2.27,0.1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,32,209.2,-1,11.82,3.841,33.595,25.532,7.81,3.88,8.76,44.28,85.14,0.644,0.88,0.2333,-1,-0.27,2.23,0.1811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,33,211.3,-1,11.73,3.833,33.609,25.56,7.81,3.81,8.77,43.39,85.62,0.621,0.8,0.2192,-1,-0.21,2.22,0.1803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,34,213.60001,-1,11.61,3.824,33.621,25.591,7.81,3.78,8.8,42.94,85.63,0.621,0.76,0.2129,-1,-0.27,2.24,0.1812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,35,215.8,-1,11.6,3.823,33.624,25.597,7.8,3.77,8.8,42.89,85.45,0.629,0.78,0.2152,-1,-0.26,2.26,0.1824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,36,217.8,-1,11.6,3.823,33.625,25.598,7.8,3.76,8.8,42.76,85.17,0.642,0.85,0.2284,-1,-0.26,2.25,0.1818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,37,219.89999,-1,11.58,3.822,33.625,25.601,7.8,3.68,8.8,41.8,85.34,0.634,0.83,0.2244,-1,-0.24,2.24,0.1813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,38,222.2,-1,11.43,3.81,33.643,25.641,7.8,3.54,8.83,40.06,85.2,0.641,0.91,0.239,-1,-0.26,2.29,0.1843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,39,224.39999,-1,11.34,3.803,33.667,25.678,7.8,3.41,8.84,38.56,84.48,0.675,0.89,0.2364,-1,-0.26,2.28,0.1836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,40,226.39999,-1,11.28,3.8,33.689,25.705,7.79,3.35,8.85,37.85,83.87,0.703,0.93,0.2431,-1,-0.26,2.22,0.1803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,41,228.5,-1,11.24,3.798,33.702,25.722,7.78,3.32,8.86,37.5,83.55,0.719,0.82,0.2222,-1,-0.26,2.17,0.1776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,42,231.10001,-1,11.21,3.796,33.71,25.734,7.78,3.27,8.87,36.91,83.13,0.739,0.8,0.219,-1,-0.26,2.16,0.177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,43,234.3,-1,11.18,3.794,33.722,25.749,7.78,3.16,8.87,35.62,82.72,0.759,0.82,0.2228,-1,-0.25,2.15,0.1762,-1,-1,-1,-1,-1,-1,0.01,-1,62,-1,-1,-1,10,-1,5
Spring,Hyperion,5/5/2016,9:16:00,3304,1,44,237.8,-1,11.13,3.791,33.734,25.767,7.78,3.18,8.88,35.82,81.05,0.84,0.85,0.2281,-1,-0.21,2.13,0.1751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,9:16:00,3304,1,45,240,-1,11.09,3.788,33.743,25.782,7.78,3.19,8.89,35.85,80.63,0.861,0.73,0.2069,-1,-0.24,2.11,0.1743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,1,443.79999,-1,16.3,4.257,33.553,24.566,8.07,9.02,7.99,112.79,81.27,0.83,1.36,0.3219,-1,-0.12,1.83,0.1588,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Spring,Hyperion,5/5/2016,8:46:00,3305,1,2,448.70001,-1,15.76,4.201,33.521,24.664,8.07,9.07,8.08,112.15,80.06,0.89,1.42,0.3329,-1,-0.12,1.83,0.1585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,3,451.39999,-1,15.49,4.176,33.519,24.722,8.07,9.06,8.12,111.51,80.97,0.845,1.36,0.3207,-1,-0.06,1.83,0.1585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,4,453.79999,-1,15.37,4.165,33.521,24.75,8.07,9.04,8.14,110.98,82.2,0.784,1.73,0.3891,-1,-0.04,1.83,0.1587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,5,456.29999,-1,15.31,4.159,33.522,24.764,8.07,9,8.15,110.29,82.25,0.782,2,0.4378,-1,-0.06,1.84,0.159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,6,458.60001,-1,15.25,4.153,33.52,24.776,8.06,8.84,8.16,108.28,82.27,0.78,1.98,0.4342,-1,-0.03,1.84,0.1593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,7,460.79999,-1,15.11,4.139,33.52,24.808,8.06,8.75,8.18,106.82,82.14,0.787,2.09,0.4539,-1,-0.01,1.87,0.161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,8,462.89999,-1,15.02,4.131,33.523,24.83,8.05,8.69,8.2,105.87,82.27,0.781,2.33,0.4968,-1,0.03,1.9,0.1624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,9,465.29999,-1,14.95,4.125,33.523,24.844,8.05,8.6,8.21,104.63,82.31,0.779,2.54,0.5359,-1,0.04,1.9,0.1623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,10,467.79999,-1,14.91,4.122,33.526,24.855,8.05,8.59,8.22,104.43,82,0.794,2.76,0.5751,-1,0.04,1.9,0.1626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,11,470.20001,-1,14.9,4.121,33.526,24.857,8.05,8.52,8.22,103.59,81.62,0.813,2.73,0.5707,-1,0.05,1.9,0.1628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,12,472.29999,-1,14.86,4.117,33.525,24.865,8.05,8.41,8.22,102.21,81.47,0.82,2.76,0.575,-1,0.08,1.91,0.163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,13,474.60001,-1,14.78,4.109,33.523,24.883,8.05,8.36,8.24,101.42,81.38,0.824,2.92,0.6054,-1,0.09,1.91,0.1629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,14,477.10001,-1,14.66,4.097,33.515,24.901,8.04,8.42,8.26,101.82,81.19,0.833,3.19,0.6538,-1,0.1,1.9,0.1624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,15,479.60001,-1,14.42,4.074,33.512,24.949,8.05,8.41,8.3,101.3,81,0.843,3.08,0.6346,-1,0.08,1.84,0.1595,-1,-1,-1,-1,-1,-1,0.01,-1,5,-1,-1,-1,5,-1,5
Spring,Hyperion,5/5/2016,8:46:00,3305,1,16,481.79999,-1,14.37,4.07,33.512,24.959,8.04,8.29,8.31,99.68,80.98,0.844,3.04,0.6261,-1,0.12,1.82,0.1583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,17,483.89999,-1,14.31,4.064,33.511,24.971,8.04,8.24,8.32,98.97,80.91,0.847,2.99,0.6185,-1,0.09,1.83,0.1589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,18,486.39999,-1,14.25,4.058,33.511,24.984,8.04,8.17,8.33,98.02,81.39,0.824,2.87,0.5966,-1,0.05,1.82,0.1583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,19,489,-1,14.2,4.053,33.509,24.995,8.04,7.89,8.34,94.61,81.67,0.81,2.94,0.6077,-1,0.01,1.82,0.1581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,20,491.10001,-1,14.09,4.043,33.51,25.018,8.03,7.73,8.36,92.43,81.77,0.805,2.46,0.521,-1,-0.04,1.83,0.1586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,21,493.10001,-1,14.03,4.038,33.513,25.032,8.03,7.67,8.37,91.63,82.44,0.773,2.25,0.4829,-1,-0.04,1.81,0.1576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,22,495.29999,-1,14.01,4.036,33.513,25.037,8.02,7.51,8.37,89.64,83.24,0.734,2.27,0.4866,-1,-0.05,1.82,0.1579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,23,497.79999,-1,13.9,4.025,33.512,25.059,8.02,7.04,8.39,83.84,83.53,0.72,2.09,0.4544,-1,-0.04,1.82,0.1583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,24,500,-1,13.6,3.997,33.509,25.118,8.01,6.76,8.44,80.07,83.67,0.713,2.23,0.48,-1,-0.03,1.83,0.1586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,25,502.29999,-1,13.44,3.983,33.521,25.159,7.99,6.73,8.47,79.4,83.48,0.722,2.18,0.4695,-1,-0.02,1.85,0.1597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,26,504.70001,-1,13.41,3.981,33.523,25.167,7.98,6.71,8.47,79.17,83.31,0.73,2.27,0.4874,-1,-0.04,1.85,0.1597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,27,507.20001,-1,13.38,3.978,33.523,25.173,7.97,6.64,8.48,78.3,83.36,0.728,2.18,0.4704,-1,-0.05,1.86,0.1605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,28,509.5,-1,13.34,3.974,33.524,25.182,7.97,6.55,8.49,77.17,83.45,0.724,2.09,0.4531,-1,-0.07,1.86,0.1606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,29,511.60001,-1,13.29,3.969,33.523,25.193,7.96,6.41,8.5,75.42,83.47,0.723,2.06,0.4478,-1,-0.08,1.9,0.1624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,30,513.79999,-1,13.2,3.961,33.521,25.208,7.96,6.19,8.51,72.76,83.34,0.729,2.02,0.4417,-1,-0.1,1.93,0.1644,-1,-1,-1,-1,-1,-1,0.03,-1,300,-1,-1,-1,63,-1,10
Spring,Hyperion,5/5/2016,8:46:00,3305,1,31,516.20001,-1,13.04,3.946,33.519,25.237,7.95,5.81,8.54,68.01,83.54,0.719,1.87,0.4134,-1,-0.11,1.99,0.1678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,32,518.79999,-1,12.74,3.917,33.506,25.287,7.93,5.37,8.59,62.52,83.58,0.718,1.73,0.3892,-1,-0.16,2.15,0.1765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,33,521.29999,-1,12.43,3.888,33.503,25.345,7.91,5,8.65,57.77,83.74,0.71,1.53,0.3516,-1,-0.17,2.31,0.1852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,34,523.29999,-1,12.2,3.866,33.501,25.388,7.88,4.84,8.69,55.64,83.96,0.699,1.42,0.3315,-1,-0.18,2.49,0.1951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,35,525.59998,-1,12.07,3.855,33.515,25.424,7.86,4.78,8.72,54.81,84.18,0.689,1.33,0.3159,-1,-0.17,2.49,0.1955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,36,528.20001,-1,11.99,3.848,33.521,25.444,7.85,4.74,8.73,54.25,84.81,0.659,1.27,0.3046,-1,-0.16,2.5,0.1961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,37,533.59998,-1,11.96,3.846,33.525,25.452,7.85,4.7,8.74,53.79,84.96,0.652,1.3,0.3107,-1,-0.16,2.51,0.1964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,38,539.79999,-1,11.92,3.844,33.533,25.465,7.84,4.64,8.74,53.13,84.97,0.652,1.27,0.3055,-1,-0.18,2.48,0.1949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,39,543.40002,-1,11.9,3.842,33.541,25.476,7.84,4.58,8.75,52.39,84.84,0.658,1.26,0.3023,-1,-0.2,2.41,0.1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,40,545.79999,-1,11.84,3.838,33.554,25.498,7.84,4.51,8.76,51.5,84.92,0.654,1.14,0.2816,-1,-0.21,2.3,0.185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,41,548.5,-1,11.76,3.832,33.563,25.52,7.84,4.43,8.77,50.51,85.4,0.632,1.06,0.2666,-1,-0.23,2.27,0.1831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,42,551.59998,-1,11.68,3.825,33.565,25.535,7.84,4.31,8.79,49.06,85.84,0.611,0.98,0.2521,-1,-0.24,2.31,0.1851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,43,554.29999,-1,11.58,3.815,33.562,25.552,7.83,4.08,8.8,46.31,86,0.603,0.93,0.2435,-1,-0.27,2.42,0.1912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,44,556.90002,-1,11.4,3.8,33.577,25.597,7.82,4,8.84,45.26,86.07,0.6,0.74,0.2092,-1,-0.27,2.68,0.2059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,45,559.29999,-1,11.35,3.797,33.594,25.619,7.81,3.98,8.85,44.94,86.2,0.594,0.71,0.2035,-1,-0.27,2.59,0.2011,-1,-1,-1,-1,-1,-1,0.07,-1,1600,-1,-1,-1,460,-1,63
Spring,Hyperion,5/5/2016,8:46:00,3305,1,46,561.90002,-1,11.32,3.797,33.618,25.643,7.81,3.95,8.85,44.59,86.15,0.596,0.65,0.1918,-1,-0.27,2.5,0.1958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,47,564.79999,-1,11.32,3.799,33.64,25.661,7.8,3.87,8.85,43.68,86.15,0.596,0.65,0.1923,-1,-0.27,2.31,0.1855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,48,567.40002,-1,11.27,3.798,33.665,25.688,7.8,3.7,8.86,41.76,86,0.603,0.67,0.1965,-1,-0.29,2.22,0.1805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,49,570.09998,-1,11.18,3.793,33.703,25.734,7.8,3.64,8.87,40.98,85.27,0.637,0.59,0.1809,-1,-0.3,2.12,0.1746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,50,572.40002,-1,11.14,3.79,33.711,25.748,7.8,3.56,8.88,40.14,84.96,0.652,0.56,0.1767,-1,-0.3,2.11,0.1742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,51,574.70001,-1,11.08,3.786,33.726,25.77,7.79,3.44,8.89,38.7,84.85,0.657,0.55,0.1744,-1,-0.3,2.16,0.1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,52,577.40002,-1,11.01,3.782,33.747,25.799,7.79,3.32,8.9,37.31,84.56,0.671,0.51,0.167,-1,-0.29,2.2,0.1793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,53,580,-1,10.98,3.781,33.758,25.813,7.78,3.28,8.91,36.79,84.43,0.677,0.57,0.1772,-1,-0.28,2.2,0.1795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,54,582.40002,-1,10.98,3.78,33.763,25.817,7.77,3.25,8.91,36.48,83.88,0.703,0.62,0.1874,-1,-0.27,2.17,0.1776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,55,585.20001,-1,10.97,3.78,33.765,25.82,7.77,3.23,8.91,36.3,83.07,0.742,0.69,0.2,-1,-0.28,2.16,0.1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,56,588.29999,-1,10.97,3.78,33.767,25.822,7.77,3.21,8.91,36.09,82.64,0.762,0.68,0.1983,-1,-0.27,2.16,0.177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Spring,Hyperion,5/5/2016,8:46:00,3305,1,57,590.79999,-1,10.95,3.779,33.772,25.829,7.77,3.13,8.91,35.18,82.53,0.768,0.68,0.1974,-1,-0.26,2.16,0.1767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
