Season,Agency,Date,Time,Station ID,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Summer,Hyperion,8/3/2017,9:43:00,3202,1,3,123.4,0.66,22.1,4.812,33.478,23.034,8.31,8.46,7.17,117.75,76.28,1.083,1.37,0.3014,0.47,0.0983,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,4,125,0.62,21.68,4.77,33.474,23.147,8.31,8.59,7.22,118.73,76.8,1.056,1.47,0.3172,0.47,0.0978,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,5,126.5,0.68,21.19,4.721,33.465,23.274,8.32,8.74,7.29,119.74,77.31,1.029,1.62,0.3413,0.49,0.0995,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,6,128,0.72,20.61,4.662,33.452,23.422,8.33,8.68,7.37,117.6,77.95,0.997,1.96,0.3971,0.53,0.1027,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,7,129.5,0.62,20.41,4.642,33.449,23.472,8.33,8.5,7.39,114.79,78.35,0.976,2.06,0.4138,0.55,0.1038,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,8,131,0.74,19.89,4.59,33.435,23.596,8.33,8.55,7.46,114.35,78.56,0.965,2.54,0.4932,0.55,0.1036,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,9,132.39999,0.7,18.43,4.443,33.396,23.937,8.34,8.72,7.68,113.46,78.6,0.963,3.07,0.5799,0.67,0.1129,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,10,133.8,0.73,17.27,4.33,33.385,24.212,8.35,8.6,7.85,109.36,78.34,0.976,3.81,0.7002,0.87,0.1273,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,11,135.3,0.62,16.67,4.27,33.36,24.334,8.35,8.45,7.94,106.24,78,0.994,3.85,0.7077,0.92,0.1307,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,12,136.89999,0.66,16.09,4.213,33.34,24.451,8.35,8.4,8.03,104.46,77.92,0.998,4.07,0.7436,0.84,0.1247,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,13,138.39999,0.64,15.79,4.184,33.339,24.518,8.35,8.22,8.08,101.56,78.07,0.99,4.07,0.7439,0.87,0.127,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,14,139.89999,0.73,15.55,4.161,33.337,24.571,8.35,7.99,8.12,98.25,78.36,0.975,4.2,0.7645,0.87,0.1267,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,15,141.2,0.85,15.13,4.121,33.329,24.655,8.35,7.79,8.19,95.09,78.97,0.944,3.84,0.7058,0.88,0.1274,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,16,142.60001,0.64,14.81,4.09,33.327,24.724,8.34,7.58,8.24,91.83,79.74,0.905,3.99,0.7299,0.91,0.13,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,17,144.10001,0.68,14.61,4.071,33.328,24.768,8.34,7.53,8.28,90.89,80.31,0.877,3.94,0.7225,0.98,0.135,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,18,145.60001,0.64,14.4,4.051,33.318,24.803,8.33,7.5,8.31,90.14,80.7,0.858,4.05,0.7397,0.99,0.1356,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,19,147.2,0.69,14.2,4.032,33.31,24.839,8.33,7.48,8.35,89.51,80.19,0.883,3.98,0.728,0.91,0.13,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,20,148.60001,0.67,13.96,4.008,33.308,24.889,8.33,7.44,8.39,88.58,81.18,0.834,4.13,0.7525,0.9,0.1291,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,21,150.10001,0.71,13.88,4.002,33.308,24.905,8.34,7.33,8.4,87.16,81.32,0.827,3.96,0.7259,0.88,0.1277,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,22,151.5,0.71,13.73,3.988,33.312,24.938,8.34,7.25,8.43,85.99,81.84,0.801,3.57,0.6605,0.87,0.1268,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,23,153,0.68,13.64,3.981,33.325,24.967,8.34,7.19,8.44,85.07,82.53,0.768,2.84,0.5422,0.88,0.1277,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,24,154.5,0.67,13.63,3.98,33.326,24.97,8.34,7.15,8.44,84.66,83.55,0.719,2.84,0.5422,0.88,0.1278,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,25,156,0.63,13.65,3.982,33.329,24.969,8.34,7.15,8.44,84.6,84.5,0.674,2.55,0.4941,0.91,0.13,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,26,157.5,0.72,13.66,3.984,33.331,24.968,8.33,6.99,8.44,82.84,85.16,0.642,2.14,0.426,0.91,0.1301,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,27,159,0.66,13.66,3.984,33.331,24.968,8.34,6.61,8.44,78.22,85.64,0.62,2.1,0.4202,0.91,0.1298,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,28,161.5,0.29,13.58,3.977,33.34,24.99,8.32,6.42,8.45,75.88,86.05,0.601,1.63,0.3429,1.01,0.1375,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:43:00,3202,1,29,164.7,0.24,13.43,3.964,33.347,25.027,8.31,6.37,8.48,75.14,86.39,0.585,1.05,0.2486,1.04,0.1397,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,1,108.3,0.59,22.75,4.88,33.505,22.872,8.31,8.25,7.08,116.23,76.82,1.055,0.94,0.2303,0.46,0.0972,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,2,109.7,0.71,22.71,4.876,33.501,22.88,8.31,8.37,7.09,117.85,76.7,1.061,1.12,0.2589,0.45,0.0969,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,3,111.1,0.77,22.28,4.831,33.487,22.991,8.31,8.52,7.15,118.91,76.53,1.07,1.2,0.2731,0.45,0.0965,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,4,112.5,0.64,21.73,4.775,33.477,23.138,8.32,8.58,7.22,118.6,77.09,1.041,1.07,0.2521,0.46,0.0975,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,5,114.2,0.58,21.41,4.743,33.471,23.22,8.32,8.57,7.26,117.87,78.31,0.978,1.24,0.2791,0.48,0.0989,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,6,115.7,0.76,21.16,4.718,33.465,23.284,8.32,8.72,7.29,119.32,79.55,0.915,1.6,0.3389,0.5,0.1003,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,7,116.9,0.87,20.71,4.671,33.442,23.385,8.33,8.66,7.35,117.6,79.84,0.901,2.03,0.4085,0.53,0.1024,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,8,118.4,0.6,19.39,4.539,33.411,23.707,8.34,8.53,7.54,113.02,79.37,0.924,2.95,0.5598,0.61,0.1081,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,9,119.9,0.74,18.57,4.456,33.392,23.9,8.34,8.37,7.66,109.19,78.5,0.968,3.66,0.6762,0.69,0.1142,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,10,121.2,0.79,16.97,4.298,33.358,24.262,8.35,8.39,7.9,106.12,77.78,1.005,4.13,0.7524,0.88,0.1276,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,11,122.7,0.59,16.14,4.217,33.338,24.439,8.34,8.34,8.03,103.8,77.37,1.026,4.69,0.8449,0.9,0.1294,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,12,124.4,0.61,15.8,4.185,33.343,24.52,8.34,7.94,8.08,98.16,77.32,1.029,5.16,0.9223,0.96,0.1336,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,13,125.8,0.89,15.57,4.164,33.346,24.572,8.34,7.75,8.12,95.34,77.34,1.028,5.18,0.9258,1.06,0.1405,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,14,127,0.81,15.18,4.129,33.359,24.669,8.33,7.7,8.18,94.01,77.2,1.035,5.07,0.9075,1.2,0.1511,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,15,128.60001,0.53,15.1,4.122,33.364,24.689,8.32,7.35,8.19,89.63,77.88,1,4.67,0.8413,1.21,0.1517,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,16,130.10001,0.92,14.92,4.105,33.367,24.731,8.31,7.13,8.22,86.6,78.57,0.965,4.45,0.8051,1.25,0.1544,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,17,131.3,0.81,14.74,4.088,33.369,24.772,8.3,7.06,8.25,85.52,79.05,0.94,4.32,0.7835,1.26,0.1554,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,18,133,0.5,14.54,4.07,33.369,24.813,8.3,7.05,8.29,84.98,79.88,0.899,4.28,0.7779,1.25,0.1546,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,19,134.7,0.77,14.41,4.057,33.368,24.841,8.29,7.07,8.31,84.97,80.28,0.879,3.73,0.6875,1.24,0.1541,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,20,135.89999,0.84,14.17,4.034,33.359,24.883,8.29,7.01,8.35,83.92,81.06,0.84,3.43,0.6391,1.13,0.146,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,21,137.3,0.65,13.97,4.015,33.36,24.928,8.3,6.94,8.39,82.73,82,0.794,3.32,0.6201,1.06,0.1411,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,22,138.89999,0.64,13.91,4.01,33.36,24.939,8.3,6.73,8.39,80.17,82.93,0.749,3.16,0.5941,1.07,0.1413,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,23,140.3,0.73,13.69,3.989,33.359,24.984,8.3,6.71,8.43,79.53,83.36,0.728,3.21,0.6022,1.05,0.1403,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,24,141.8,0.67,13.54,3.975,33.359,25.014,8.3,6.74,8.46,79.64,83.66,0.713,1.88,0.3845,1.04,0.1391,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,25,143.3,0.67,13.46,3.968,33.355,25.027,8.3,6.73,8.47,79.37,84.78,0.66,1.24,0.2795,1.01,0.1369,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,26,144.7,0.75,13.39,3.961,33.353,25.04,8.3,6.61,8.49,77.89,86.82,0.565,1.09,0.2539,0.95,0.133,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,27,146,0.76,13.33,3.955,33.352,25.051,8.31,6.51,8.5,76.54,87.63,0.528,0.97,0.2345,0.94,0.1319,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,28,147.39999,0.77,13.18,3.94,33.342,25.074,8.31,6.47,8.52,75.88,87.96,0.513,0.96,0.233,0.98,0.1353,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,29,148.89999,0.55,13.05,3.928,33.338,25.096,8.31,6.41,8.55,74.92,87.99,0.512,0.96,0.234,1.02,0.1379,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,30,150.7,0.66,12.96,3.919,33.34,25.116,8.31,6.37,8.56,74.37,87.77,0.522,0.87,0.2178,1.01,0.1372,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,31,152,0.82,12.93,3.918,33.347,25.127,8.31,6.38,8.57,74.45,87.94,0.514,0.77,0.2017,0.98,0.1351,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,32,153.3,0.82,12.93,3.918,33.354,25.132,8.31,6.4,8.57,74.62,87.95,0.513,0.69,0.1888,0.93,0.1312,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,33,154.60001,0.69,12.91,3.917,33.356,25.138,8.31,6.33,8.57,73.84,88.09,0.507,0.68,0.188,0.92,0.1308,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,34,156.10001,0.68,12.85,3.911,33.359,25.153,8.31,6.24,8.58,72.73,88.24,0.5,0.65,0.1819,0.87,0.1273,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,35,157.5,0.69,12.79,3.907,33.363,25.166,8.31,6.18,8.59,71.89,88.28,0.498,0.6,0.1746,0.88,0.128,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,36,159,0.66,12.73,3.9,33.355,25.172,8.31,6.13,8.6,71.2,88.36,0.495,0.61,0.1752,0.9,0.1292,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,37,160.5,0.73,12.61,3.887,33.336,25.181,8.31,6.13,8.63,70.99,88.36,0.495,0.67,0.186,1.03,0.1389,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,38,161.8,0.77,12.58,3.884,33.333,25.185,8.31,6.17,8.63,71.46,88.28,0.499,0.71,0.193,1.07,0.1413,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,39,163.2,0.73,12.54,3.881,33.337,25.195,8.31,6.28,8.64,72.66,88.12,0.506,0.73,0.1957,1.07,0.1418,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,40,164.60001,0.71,12.57,3.885,33.356,25.205,8.31,6.31,8.63,73.09,88.04,0.509,0.69,0.1895,0.96,0.1337,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,41,166,0.67,12.57,3.887,33.366,25.212,8.31,6.24,8.63,72.23,88.02,0.511,0.65,0.1825,0.8,0.1217,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,42,167.60001,0.63,12.57,3.887,33.372,25.218,8.32,6.05,8.63,70.06,88.3,0.498,0.62,0.1776,0.75,0.1186,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,43,169.10001,0.73,12.52,3.883,33.376,25.229,8.32,5.92,8.64,68.46,88.47,0.49,0.57,0.1696,0.78,0.1202,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,44,170.39999,0.77,12.4,3.872,33.382,25.259,8.32,5.89,8.66,67.97,88.62,0.483,0.52,0.1605,0.81,0.1223,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,45,171.8,0.69,12.36,3.869,33.385,25.268,8.31,5.81,8.67,66.98,88.53,0.487,0.5,0.1576,0.83,0.1245,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,46,173.39999,0.61,12.3,3.865,33.392,25.284,8.31,5.72,8.68,65.92,88.36,0.495,0.47,0.1523,0.81,0.1227,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,47,174.8,0.78,12.27,3.862,33.397,25.294,8.31,5.69,8.69,65.44,88.38,0.494,0.43,0.1469,0.82,0.1236,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,48,176.39999,0.57,12.22,3.858,33.401,25.306,8.3,5.66,8.69,65.11,88.33,0.496,0.41,0.1433,0.83,0.1242,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,49,178,0.7,12.14,3.851,33.402,25.323,8.3,5.59,8.71,64.16,88.28,0.498,0.42,0.1453,0.82,0.1237,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,50,179.2,1,12.06,3.844,33.4,25.336,8.3,5.44,8.72,62.34,88.32,0.497,0.43,0.1473,0.83,0.124,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,51,180.2,0.97,12.03,3.841,33.403,25.345,8.3,5.35,8.73,61.33,88.48,0.489,0.46,0.1511,0.84,0.1246,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,52,181.89999,0.45,11.92,3.832,33.412,25.371,8.29,5.33,8.75,60.95,88.45,0.491,0.39,0.14,0.87,0.1269,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,53,183.89999,0.59,11.89,3.829,33.415,25.381,8.29,5.2,8.76,59.41,88.12,0.506,0.36,0.1352,0.95,0.1326,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,54,185.39999,0.79,11.85,3.827,33.425,25.395,8.28,5.11,8.76,58.3,87.87,0.517,0.36,0.1358,0.94,0.1318,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,55,186.60001,0.86,11.8,3.823,33.438,25.415,8.28,5.05,8.77,57.57,87.71,0.525,0.31,0.1275,0.9,0.1295,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,56,187.89999,0.71,11.77,3.821,33.442,25.424,8.27,4.94,8.78,56.28,87.41,0.538,0.3,0.1254,0.9,0.1292,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,57,189.3,0.73,11.69,3.815,33.452,25.445,8.27,4.84,8.79,55.12,87.21,0.548,0.28,0.1221,0.88,0.1279,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,58,190.8,0.66,11.4,3.79,33.471,25.513,8.27,4.79,8.84,54.22,87.22,0.547,0.25,0.1167,0.83,0.1239,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,59,192.3,0.64,11.16,3.77,33.491,25.573,8.27,4.78,8.89,53.78,87.28,0.544,0.24,0.1162,0.76,0.1188,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,60,193.89999,0.66,11.06,3.762,33.503,25.6,8.27,4.75,8.91,53.31,87.64,0.528,0.22,0.1127,0.75,0.1185,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,61,195.3,0.78,11.04,3.761,33.506,25.606,8.27,4.71,8.91,52.9,88.12,0.506,0.22,0.1118,0.76,0.1193,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,62,196.60001,0.78,10.98,3.756,33.515,25.625,8.27,4.71,8.92,52.78,88.31,0.497,0.21,0.1105,0.76,0.119,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,63,198.10001,0.58,10.97,3.755,33.517,25.627,8.27,4.71,8.92,52.76,88.4,0.493,0.21,0.1098,0.76,0.1188,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,64,199.8,0.67,10.96,3.754,33.519,25.631,8.27,4.68,8.93,52.48,88.35,0.495,0.2,0.1089,0.76,0.119,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,65,201.2,0.75,10.95,3.754,33.521,25.634,8.26,4.63,8.93,51.87,88.28,0.499,0.2,0.1092,0.76,0.1192,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,66,202.7,0.6,10.92,3.751,33.525,25.643,8.26,4.47,8.93,50.09,88.19,0.503,0.2,0.1088,0.75,0.1186,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,67,204.2,0.77,10.83,3.745,33.542,25.671,8.26,4.33,8.95,48.42,88.17,0.504,0.19,0.1077,0.75,0.1185,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,68,205.39999,0.84,10.73,3.738,33.564,25.707,8.26,4.27,8.97,47.57,88.2,0.502,0.18,0.1048,0.76,0.1194,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,69,206.8,0.67,10.67,3.734,33.577,25.727,8.25,4.21,8.98,46.87,88.16,0.504,0.16,0.1018,0.77,0.1196,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,70,208.39999,0.58,10.63,3.732,33.586,25.741,8.25,4.18,8.99,46.55,88.17,0.504,0.15,0.1003,0.77,0.12,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,71,210.39999,0.48,10.6,3.73,33.593,25.751,8.24,4.16,8.99,46.27,88.24,0.5,0.14,0.0992,0.79,0.1209,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,72,213,0.33,10.59,3.729,33.597,25.757,8.24,4.08,8.99,45.41,88.15,0.505,0.14,0.0989,0.78,0.1208,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,73,215.5,0.51,10.56,3.728,33.608,25.77,8.24,3.95,9,43.88,88.07,0.508,0.14,0.0982,0.8,0.1221,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,74,217.5,0.48,10.52,3.725,33.622,25.789,8.23,3.92,9.01,43.57,87.95,0.514,0.12,0.0964,0.8,0.1222,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,75,219.7,0.43,10.49,3.723,33.63,25.801,8.23,3.91,9.01,43.36,87.81,0.52,0.12,0.0951,0.81,0.1226,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,9:52:00,3203,1,76,221.5,0.26,10.47,3.722,33.636,25.808,8.23,3.93,9.01,43.59,87.71,0.525,0.11,0.0948,0.81,0.1225,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,1,100.9,0.51,22.57,4.861,33.499,22.919,8.32,8.57,7.11,120.26,76.99,1.046,1.11,0.2574,0.47,0.0982,0.01,5,5,5
Summer,Hyperion,8/3/2017,10:06:00,3204,1,2,102.4,0.71,22.52,4.856,33.494,22.929,8.33,8.62,7.11,120.94,76.83,1.054,1.1,0.2563,0.48,0.0987,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,3,103.9,0.65,22.05,4.807,33.48,23.049,8.33,8.78,7.17,122.08,77.03,1.044,1.32,0.2923,0.51,0.1009,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,4,105.4,0.7,21.53,4.755,33.471,23.187,8.33,8.8,7.24,121.24,77.3,1.03,1.58,0.3349,0.52,0.102,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,5,106.9,0.63,21.37,4.739,33.465,23.226,8.33,8.89,7.26,122.12,77.61,1.014,1.83,0.3752,0.55,0.1035,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,6,108.4,0.74,21,4.7,33.451,23.315,8.34,8.96,7.31,122.31,77.7,1.009,2.16,0.4301,0.58,0.1059,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,7,109.7,0.72,20.33,4.633,33.434,23.48,8.34,8.88,7.4,119.68,77.4,1.025,2.8,0.5345,0.64,0.1101,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,8,111.2,0.68,19.5,4.549,33.418,23.686,8.35,8.97,7.52,119.06,76.56,1.069,3.49,0.6479,0.7,0.1149,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,9,112.7,0.69,18.53,4.453,33.395,23.912,8.35,9.04,7.66,117.86,76.01,1.097,3.65,0.6742,0.75,0.1187,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,10,114.1,0.68,17.98,4.399,33.392,24.047,8.36,9.1,7.74,117.41,75.71,1.113,3.88,0.7129,0.85,0.1257,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,11,115.6,0.69,17.5,4.353,33.39,24.16,8.36,9.1,7.81,116.32,75.78,1.109,4.38,0.7947,0.94,0.1325,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,12,116.9,0.85,17.36,4.34,33.39,24.195,8.36,9.01,7.84,114.86,75.84,1.106,4.92,0.8831,1.01,0.1373,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,13,118.3,0.62,17.09,4.313,33.382,24.252,8.36,8.73,7.88,110.67,75.51,1.123,4.8,0.8637,1,0.1367,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,14,119.9,0.65,16.77,4.283,33.383,24.327,8.36,8.35,7.93,105.26,75.47,1.126,4.69,0.8447,1.09,0.1432,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,15,121.4,0.71,16.03,4.21,33.362,24.482,8.36,8.3,8.04,103.05,75.91,1.103,4.9,0.8786,1.07,0.1416,0.01,5,5,5
Summer,Hyperion,8/3/2017,10:06:00,3204,1,16,122.8,0.75,15.81,4.19,33.371,24.538,8.35,8.14,8.08,100.69,76.2,1.087,4.54,0.8208,1.16,0.1478,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,17,124.2,0.69,15.64,4.175,33.375,24.579,8.35,7.92,8.1,97.6,77,1.045,4.15,0.7559,1.21,0.1519,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,18,125.7,0.7,15.36,4.148,33.373,24.64,8.34,7.78,8.15,95.35,77.61,1.014,4.33,0.7857,1.24,0.154,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,19,127,0.87,15.13,4.125,33.367,24.685,8.34,7.66,8.19,93.45,78.25,0.981,4.63,0.8348,1.14,0.1466,NaN,NaN,NaN,NaN
Summer,Hyperion,8/3/2017,10:06:00,3204,1,20,128.39999,0.59,14.67,4.08,33.348,24.771,8.34,7.33,8.27,88.56,78.5,0.968,4.89,0.8782,1.03,0.1389,NaN,NaN,NaN,NaN
